employee_id,employee_name,department,designation,store_id,warehouse_id,hire_date,salary
422,Richard Hernandez,Finance,Assistant Manager,28,,2025-01-02,91535
423,Eric Johnson,Warehouse,Manager,,49,2019-08-15,56709
424,Diana Patton,Sales,Director,,21,2020-06-16,76427
425,Amanda Miller,Warehouse,Manager,81,,2024-04-02,113408
426,Brianna Ashley,Finance,Associate,,40,2020-01-03,84230
427,Jeffrey Galvan,HR,Assistant Manager,,40,2022-07-27,113789
428,John Harrington,Operations,Director,,46,2020-08-31,67874
429,Danielle Webster,Sales,Associate,,10,2017-12-25,32125
430,Sara Rivas,Marketing,Associate,48,,2023-09-26,97955
431,Jade Fisher,Warehouse,Assistant Manager,43,,2017-02-13,70361
432,Brandon Ashley,Finance,Manager,63,,2017-06-20,31873
433,John Walker,Warehouse,Manager,79,,2022-08-10,40763
434,Michelle Rivera,Sales,Associate,42,,2022-10-23,56786
435,Alexander Lawson,Warehouse,Manager,,31,2025-07-02,45571
436,Andrea Lewis,Finance,Manager,48,,2022-10-26,90967
437,Michelle Evans,Warehouse,Director,29,,2015-04-10,84226
438,Michele Perry,HR,Senior Associate,,17,2024-05-06,58327
439,Joseph Nelson,Warehouse,Senior Associate,8,,2019-07-22,35788
440,Melanie May,Warehouse,Associate,44,,2015-02-04,35225
441,Elizabeth Edwards,Operations,Manager,,45,2021-05-15,114998
442,Mike Russell,Operations,Assistant Manager,69,,2016-11-15,59741
443,Cheryl Ryan,Operations,Senior Associate,99,,2019-07-30,37870
444,Zachary Walker,Finance,Assistant Manager,4,,2020-03-07,93457
445,Jade Flynn,Warehouse,Director,,41,2015-10-26,108036
446,Joseph Beard,Finance,Associate,80,,2024-05-10,39222
447,Matthew Yu,Operations,Manager,44,,2020-08-12,114932
448,Noah Reid,Operations,Assistant Manager,29,,2025-08-13,94666
449,Jose Miller,Marketing,Associate,36,,2020-02-11,51187
450,Guy Lewis,Marketing,Associate,,44,2021-07-18,99341
451,James Wells,Warehouse,Senior Associate,87,,2023-12-08,66635
452,Michelle Hill,Operations,Associate,,22,2017-05-02,86447
453,Corey Pham,Finance,Senior Associate,52,,2024-12-31,39675
454,Jose King,Sales,Associate,66,,2017-01-11,50469
455,John Johnson,Warehouse,Director,,35,2025-12-15,99155
456,Selena Lewis,HR,Manager,61,,2022-01-13,102087
457,Jesse Beck,Finance,Senior Associate,5,,2020-09-15,29005
458,Katie James,Sales,Assistant Manager,,20,2017-04-24,47728
459,Jessica Jackson,Sales,Associate,89,,2021-04-05,83892
460,Cheryl Keith,Operations,Manager,51,,2021-01-31,111335
461,Kristen James,Sales,Assistant Manager,,30,2025-10-27,90035
462,Cynthia Scott,HR,Director,74,,2024-03-08,93011
463,Mike Keith,Marketing,Senior Associate,64,,2020-04-24,63754
464,Kimberly Sanchez,Operations,Manager,71,,2019-04-16,33034
465,Spencer Fisher,Warehouse,Assistant Manager,52,,2019-04-05,98464
466,Lindsay Chandler,Operations,Assistant Manager,24,,2019-03-01,101534
467,Rodney Sanchez,Sales,Associate,,38,2015-02-24,68783
468,David Marshall,Finance,Director,29,,2015-05-26,74591
469,Todd Flynn,Operations,Senior Associate,,2,2023-04-08,49624
470,Charles Smith,HR,Senior Associate,43,,2017-10-17,69643
471,Yolanda Vaughn,Finance,Associate,51,,2019-07-11,50259
472,Sarah Potter,Marketing,Associate,28,,2022-09-06,66687
473,Lindsay Clark,Operations,Senior Associate,,4,2021-09-06,40332
474,Christopher Juarez,HR,Associate,37,,2018-12-19,83809
475,Rodney Solis,Marketing,Assistant Manager,85,,2023-04-12,50772
476,Randall Lee,Warehouse,Manager,,7,2016-09-28,94661
477,Sarah Pena,Sales,Senior Associate,45,,2020-03-14,75632
478,James Perez,Operations,Manager,61,,2016-02-29,110429
479,Michelle Nolan,Finance,Assistant Manager,,7,2020-11-06,48347
480,John Lewis,Finance,Associate,22,,2016-01-17,53110
481,Charles Adkins,Operations,Senior Associate,38,,2025-05-11,50359
482,Lindsey Ryan,Operations,Director,81,,2022-04-02,86031
483,Yvette Wilson,Operations,Associate,15,,2017-09-13,37830
484,David Pena,Operations,Director,44,,2021-09-27,91143
485,Stacey Cannon,Finance,Director,,31,2018-11-07,103352
486,John Cruz,Marketing,Senior Associate,71,,2020-09-14,90081
487,Jennifer Scott,Sales,Senior Associate,,28,2016-11-03,40389
488,Randall Rodriguez,Finance,Senior Associate,,14,2020-07-03,73356
489,Andrea Marshall,Finance,Manager,,41,2016-03-05,77080
490,Jessica Ray,HR,Senior Associate,,26,2016-09-07,63974
491,Ashley Jones,Marketing,Assistant Manager,,7,2021-06-04,70901
492,Anthony Graham,Sales,Senior Associate,,45,2020-07-04,98138
493,Whitney Potter,Finance,Director,89,,2018-03-25,104784
494,Sandra Doyle,Sales,Director,68,,2015-08-29,55600
495,Nicholas Cook,Marketing,Manager,1,,2019-08-29,58344
496,Tanya Carpenter,Warehouse,Manager,35,,2025-03-09,47140
497,Alec Solis,Sales,Associate,23,,2022-10-16,64963
498,Sara Sims,Finance,Associate,,34,2015-08-22,78216
499,Kristen Gilbert,Finance,Manager,56,,2025-04-26,93647
500,Michelle Miller,Warehouse,Manager,,6,2019-08-29,52620
501,Jose Phillips,Operations,Senior Associate,28,,2021-05-02,47903
502,Randy Walsh,Sales,Associate,57,,2015-01-03,31057
503,Thomas Gray,Marketing,Director,1,,2018-05-30,36637
504,Susan Garcia,Operations,Manager,26,,2023-08-25,32744
505,Christine Dodson,Marketing,Manager,17,,2018-08-21,47078
506,Michelle Rogers,HR,Manager,63,,2016-10-29,91940
507,Megan Johnson,Finance,Manager,67,,2015-12-31,99227
508,Frank Brown,Finance,Assistant Manager,47,,2025-03-05,117529
509,Tracey Boyd,Marketing,Assistant Manager,15,,2023-12-11,78148
510,Joshua Johnson,Sales,Manager,38,,2015-06-26,69831
511,Elizabeth Walker,Marketing,Associate,85,,2025-03-06,110743
512,Whitney Russell,Sales,Director,21,,2024-01-11,41529
513,Kristen Mitchell,Marketing,Senior Associate,17,,2018-12-17,85983
514,Andrea Coleman,Operations,Associate,12,,2022-03-23,103263
515,Andrea Velasquez,Marketing,Associate,82,,2017-11-02,74234
516,Craig Jackson,Sales,Assistant Manager,,30,2017-09-30,52052
517,Eric Johnson,Warehouse,Senior Associate,,36,2022-11-10,85119
518,Michael Fletcher,HR,Associate,,26,2017-03-24,119597
519,Teresa Sanchez,Marketing,Director,65,,2018-11-28,49706
520,Monique Merritt,Sales,Senior Associate,42,,2018-12-08,79820
521,Rebecca Rivas,Sales,Director,21,,2016-08-26,32670
522,Tracey Nolan,HR,Director,,12,2024-02-11,49402
523,Brian Poole,Sales,Associate,,29,2022-05-31,98570
524,Joseph Pena,Finance,Assistant Manager,,35,2024-06-25,73632
525,Patricia Miller,Sales,Assistant Manager,,17,2020-10-06,46328
526,Rodney Elliott,Marketing,Associate,2,,2016-12-05,58855
527,Joyce White,HR,Senior Associate,,45,2018-01-28,39127
528,Reginald Cobb,Marketing,Manager,,19,2018-11-21,99711
529,Danielle Rosales,Sales,Associate,36,,2025-05-12,114744
530,Robert Moore,Operations,Assistant Manager,,8,2017-08-12,37735
531,Megan Peterson,Warehouse,Senior Associate,53,,2022-08-16,49890
532,Antonio Shelton,Sales,Director,,30,2016-05-07,106844
533,James Vance,Sales,Director,,39,2025-07-08,108837
534,David Jones,Operations,Assistant Manager,72,,2022-02-10,98594
535,Rodney Pham,Finance,Associate,,18,2019-09-27,93784
536,Christopher Weiss,Finance,Associate,47,,2018-10-21,107245
537,Ryan Smith,Sales,Associate,,36,2018-11-25,62360
538,Jessica Christian,Sales,Manager,,43,2017-06-24,110339
539,Rita Ryan,HR,Assistant Manager,,7,2021-08-07,109568
540,Anthony Bishop,Warehouse,Associate,,43,2024-07-11,49139
541,Kenneth Garcia,Finance,Assistant Manager,58,,2017-08-27,34716
542,Joseph Smith,Operations,Associate,99,,2023-03-26,75932
543,Monique Murphy,Warehouse,Senior Associate,9,,2021-03-24,97763
544,Joshua Charles,Operations,Manager,85,,2023-07-06,106192
545,Amy Adkins,Operations,Director,84,,2023-06-20,41106
546,Charles Bell,Finance,Assistant Manager,93,,2015-06-07,62719
547,Rodney Thompson,Warehouse,Manager,43,,2015-03-27,98642
548,Matthew Payne,HR,Associate,26,,2025-01-24,33557
549,Andrea Ortiz,Sales,Senior Associate,,17,2016-09-16,94509
550,Joshua Barnes,HR,Assistant Manager,15,,2021-04-28,54830
551,Yolanda Larson,Warehouse,Associate,,50,2023-04-14,30065
552,Collin Jordan,Marketing,Assistant Manager,67,,2020-07-17,50256
553,Wendy Lewis,Warehouse,Assistant Manager,49,,2015-01-25,96247
554,Jeffrey Spears,Sales,Assistant Manager,52,,2015-02-12,108045
555,Chad Gonzalez,Finance,Senior Associate,72,,2022-05-14,35477
556,Yolanda Dixon,Sales,Senior Associate,53,,2024-11-15,70673
557,Jerry Scott,Marketing,Associate,84,,2018-10-11,46507
558,Robert Rasmussen,Warehouse,Senior Associate,93,,2020-12-25,90886
559,Tricia Cochran,Finance,Manager,95,,2025-04-09,99823
560,Emma Velasquez,HR,Associate,63,,2024-01-29,116514
561,Brandon Jones,Warehouse,Manager,75,,2020-12-11,60653
562,Nicholas Webb,HR,Senior Associate,,12,2022-03-18,55525
563,Jeremy Stein,Operations,Manager,4,,2025-07-29,56504
564,Charles Hernandez,Sales,Senior Associate,,26,2023-10-07,98030
565,Christopher Reed,Finance,Director,,32,2019-07-29,68947
566,Jerry James,Marketing,Senior Associate,,45,2022-08-16,30094
567,Rodney Cannon,Marketing,Director,,36,2018-08-14,115180
568,Lisa Keith,Operations,Associate,20,,2025-02-17,37578
569,Danielle Lee,Warehouse,Associate,43,,2016-01-11,113392
570,Kevin Schultz,Warehouse,Associate,15,,2017-06-24,42891
571,Jeremy Robinson,Finance,Manager,,32,2018-10-22,77508
572,Robert Sims,HR,Director,82,,2017-03-23,56742
573,Joseph Decker,Finance,Associate,76,,2021-07-18,91185
574,Brandon Williams,Marketing,Assistant Manager,,9,2022-11-02,65074
575,Joe Burton,Warehouse,Assistant Manager,24,,2024-10-17,61795
576,Christine Mitchell,HR,Senior Associate,54,,2020-07-07,71885
577,Randy Cherry,HR,Senior Associate,,8,2021-11-01,117317
578,David Dodson,Marketing,Director,38,,2021-08-04,50570
579,Anna Rogers,Warehouse,Assistant Manager,51,,2015-01-14,48214
580,Martha Byrd,Operations,Senior Associate,,29,2022-10-17,34091
581,Elizabeth Cortez,Warehouse,Director,10,,2015-04-04,95955
582,Robert Harrington,HR,Manager,82,,2021-01-08,90332
583,Janet Jones,Marketing,Associate,46,,2025-12-31,84005
584,John Rodriguez,Finance,Director,,7,2023-08-31,30176
585,Lindsey Rodriguez,Sales,Director,53,,2020-07-28,100733
586,William Haynes,HR,Manager,,35,2018-07-05,102471
587,Christopher Mcdonald,Sales,Assistant Manager,,23,2024-03-17,114940
588,Janet Potter,Warehouse,Senior Associate,82,,2024-06-13,113482
589,Wendy Rodriguez,Marketing,Director,16,,2019-01-18,52212
590,Rodney Pearson,Marketing,Senior Associate,52,,2016-03-08,93353
591,Selena Ryan,Sales,Senior Associate,,11,2021-05-28,65043
592,Jessica James,Sales,Manager,48,,2021-12-22,82828
593,Chad Daniels,Finance,Senior Associate,82,,2025-04-11,58589
594,Jerry Anderson,Warehouse,Assistant Manager,87,,2024-10-16,88445
595,Chad Douglas,Warehouse,Assistant Manager,,46,2017-07-09,115653
596,Jose Bell,Marketing,Manager,39,,2017-10-12,88004
597,John Cherry,Marketing,Assistant Manager,,44,2025-12-19,112718
598,John Pearson,Marketing,Manager,40,,2018-08-06,113716
599,Elizabeth Johnson,Finance,Director,,4,2020-01-16,38936
600,Rodney Short,Marketing,Senior Associate,31,,2018-05-12,116716
601,Sandra Medina,Finance,Assistant Manager,41,,2019-04-30,103281
602,Christine Flynn,Marketing,Manager,,38,2021-03-17,67257
603,Martha Garcia,HR,Director,,6,2018-03-21,83207
604,Emma Powell,Sales,Senior Associate,55,,2019-07-17,84771
605,Brooke Galvan,Finance,Associate,39,,2018-11-17,100347
606,Nicole Powell,Marketing,Director,67,,2016-03-09,101858
607,Nancy Lewis,Operations,Director,78,,2023-08-27,37424
608,William Gates,Warehouse,Assistant Manager,44,,2024-10-21,28095
609,Jeffrey Smith,HR,Manager,,50,2020-05-30,50677
610,David Webster,HR,Manager,22,,2017-04-02,76485
611,Joseph Ross,Finance,Assistant Manager,,33,2022-01-27,106125
612,Joshua Lawson,Warehouse,Assistant Manager,87,,2020-11-15,88064
613,Brandon Stein,Marketing,Senior Associate,18,,2021-01-23,40501
614,Brian Douglas,Finance,Associate,,14,2021-07-17,93982
615,John Solis,Marketing,Associate,28,,2022-11-24,71072
616,Daniel Wells,HR,Senior Associate,,44,2015-06-13,61928
617,Robert Taylor,Sales,Assistant Manager,7,,2016-02-04,98992
618,Jason Ramos,Marketing,Manager,,24,2016-01-20,55199
619,Monique Scott,Sales,Assistant Manager,,10,2016-09-13,84917
620,Mitchell Zavala,Operations,Manager,,18,2025-09-09,44757
621,Wanda Kennedy,Operations,Senior Associate,25,,2023-01-12,63103
622,Jennifer Edwards,Operations,Assistant Manager,54,,2022-04-24,79319
623,Eric Wright,Finance,Assistant Manager,75,,2022-09-08,85354
624,Jennifer Sheppard,Warehouse,Director,83,,2015-05-15,112575
625,Sandra Cobb,Operations,Director,10,,2017-05-07,54711
626,Eric Turner,Sales,Senior Associate,14,,2023-09-27,110429
627,Diana Deleon,Operations,Assistant Manager,10,,2020-02-03,103127
628,James Lewis,Finance,Senior Associate,91,,2020-08-05,61116
629,Nicholas Lewis,Finance,Director,66,,2023-04-03,40887
630,Alec Harmon,Operations,Assistant Manager,54,,2015-10-30,51722
631,John Snyder,Sales,Director,80,,2023-10-14,88518
632,Diana King,HR,Senior Associate,,32,2022-06-28,100569
633,Charles Bishop,Finance,Associate,24,,2019-06-10,84329
634,Laura Perry,Sales,Associate,52,,2020-06-29,94698
635,Stuart Evans,Finance,Manager,71,,2015-10-26,37355
636,Diana Gray,Operations,Director,,13,2017-04-03,74491
637,Melanie Day,Operations,Assistant Manager,61,,2017-09-16,108388
638,Anna Johnson,HR,Director,50,,2024-08-27,63790
639,Leslie Garcia,Sales,Manager,,33,2016-03-28,110697
640,Chad Juarez,Operations,Director,27,,2018-03-16,39389
641,Patricia Anderson,Sales,Director,,40,2016-06-13,118043
642,Sherri Graham,Operations,Senior Associate,,19,2018-02-17,100232
643,Selena Atkinson,Finance,Director,30,,2015-02-12,85612
644,Chelsea Brown,Operations,Associate,65,,2018-01-01,84806
645,Robert Johnson,Sales,Manager,,50,2022-12-17,114142
646,Andrea Hancock,Operations,Manager,,32,2023-06-11,62673
647,Joshua Hunter,Sales,Senior Associate,80,,2019-03-05,43174
648,Leslie Evans,HR,Director,10,,2022-10-08,112528
649,Leslie Edwards,Marketing,Assistant Manager,36,,2021-10-21,37453
650,Brian Juarez,Operations,Associate,8,,2024-12-07,88689
651,James Christian,Finance,Associate,,20,2023-11-08,52470
652,Rodney Rivas,Warehouse,Associate,19,,2017-07-10,113489
653,Christine Wells,Sales,Senior Associate,,13,2021-06-23,117577
654,Christopher Fernandez,Finance,Associate,,30,2023-08-26,71645
655,Vincent Fisher,Operations,Senior Associate,,32,2018-05-13,77060
656,James Gates,HR,Assistant Manager,,50,2021-04-21,69824
657,Vanessa Gray,HR,Director,,47,2019-05-28,67120
658,William Gonzalez,HR,Assistant Manager,,27,2018-05-25,114226
659,Andrea Caldwell,Sales,Manager,,28,2017-03-11,54413
660,John Elliott,Operations,Assistant Manager,89,,2015-05-23,116300
661,Mitchell Burke,Finance,Director,33,,2023-04-01,87838
662,Bridget Miller,Marketing,Associate,21,,2024-01-04,116390
663,Crystal Medina,Sales,Director,,24,2022-03-03,84312
664,Tanya Walton,Warehouse,Assistant Manager,,40,2017-08-26,103338
665,Jeffrey Lewis,Marketing,Senior Associate,87,,2015-03-17,73077
666,Nancy Walton,Operations,Manager,88,,2021-12-13,70541
667,Jacob Burton,Warehouse,Manager,86,,2017-03-14,51688
668,Michelle Yu,Marketing,Associate,,35,2021-01-14,47347
669,Elizabeth Beard,Marketing,Senior Associate,12,,2025-09-03,31467
670,Joseph Gates,HR,Senior Associate,43,,2015-01-18,63276
671,Sherri Gray,Finance,Associate,,15,2021-05-08,118872
672,Chad Rosales,HR,Manager,,38,2025-12-09,114323
673,Samuel Gonzalez,Operations,Manager,64,,2018-09-05,91500
674,Kathleen Garrison,Marketing,Senior Associate,95,,2023-12-16,61446
675,Kevin Short,Sales,Associate,,44,2024-02-10,75873
676,James Morrison,Sales,Director,,50,2020-05-08,97618
677,Jerry Potter,HR,Assistant Manager,,32,2018-05-17,28184
678,Marie Decker,Marketing,Manager,7,,2022-06-26,112916
679,Gabrielle Valencia,Finance,Assistant Manager,5,,2021-10-24,108080
680,John Dodson,Finance,Senior Associate,60,,2020-03-29,117276
681,Robert Charles,Warehouse,Senior Associate,,22,2017-02-13,36680
682,Rebecca Martinez,Warehouse,Assistant Manager,99,,2023-03-11,115186
683,Matthew Rosales,Warehouse,Assistant Manager,14,,2017-04-29,84441
684,Matthew Taylor,Operations,Assistant Manager,,13,2016-06-23,79065
685,Andrew Johnson,Warehouse,Manager,,5,2015-09-28,44516
686,Tanya Rogers,Sales,Associate,,19,2019-11-29,73252
687,Bryan Harmon,Operations,Assistant Manager,6,,2016-04-27,61423
688,Laura Gross,Marketing,Assistant Manager,40,,2018-09-10,118862
689,Joseph Fisher,Finance,Manager,34,,2017-08-29,59253
690,Jill Robertson,Sales,Senior Associate,32,,2020-01-21,48072
691,Eric Ramos,Operations,Director,53,,2023-07-22,115066
692,Craig Crosby,Operations,Senior Associate,13,,2019-12-15,45252
693,Andrea Lyons,Operations,Senior Associate,13,,2021-02-16,111213
694,Larry Perry,Finance,Assistant Manager,,25,2016-07-28,116612
695,Joshua Coleman,Marketing,Manager,,29,2016-03-30,56276
696,Robert Atkinson,Finance,Manager,28,,2025-09-28,91405
697,Adam Dean,Warehouse,Assistant Manager,94,,2021-10-27,101301
698,Nicholas Pham,Sales,Senior Associate,35,,2015-03-04,77339
699,Antonio Simon,Sales,Associate,34,,2021-03-20,92122
700,Nancy Brown,Finance,Associate,10,,2015-02-10,40148
701,Matthew Smith,Finance,Director,43,,2015-11-07,75474
702,Jacob Mitchell,HR,Manager,,19,2019-02-09,75218
703,Brandon Burke,HR,Manager,67,,2022-03-22,80115
704,Jeffrey Herrera,Marketing,Senior Associate,,16,2021-10-28,114868
705,Joseph Boyd,Finance,Assistant Manager,19,,2023-09-14,103872
706,Michelle Cannon,Sales,Director,44,,2016-12-22,83466
707,Emily Johnson,Warehouse,Assistant Manager,7,,2017-02-09,65106
708,Christine Russell,Sales,Manager,15,,2020-11-12,65225
709,Brandon Cooke,Warehouse,Manager,63,,2024-07-22,29855
710,Monica Elliott,HR,Director,,32,2022-12-14,78701
711,Kenneth Yu,Operations,Director,58,,2022-05-13,51226
712,Debra Schultz,Sales,Senior Associate,15,,2016-01-13,109525
713,Beth Murphy,Warehouse,Director,100,,2024-08-28,99172
714,Chad Diaz,HR,Director,53,,2025-10-30,111982
715,Joseph Barton,Finance,Director,72,,2021-05-28,119615
716,Charles Sanchez,Sales,Associate,20,,2018-09-14,64808
717,Sharon Bentley,Operations,Associate,,46,2022-04-16,67411
718,Adam Mccarthy,Finance,Senior Associate,8,,2022-01-25,83941
719,Todd Rubio,Finance,Assistant Manager,63,,2025-03-22,67607
720,Jeremy Flynn,Marketing,Associate,,21,2016-03-20,53686
721,Gabriel Murphy,Finance,Associate,,3,2020-09-01,93056
722,Wesley Rubio,Marketing,Associate,6,,2022-10-21,69499
723,Shawn Wood,HR,Associate,66,,2018-11-03,114649
724,Amanda Hamilton,Marketing,Director,14,,2024-03-30,48229
725,Leslie Gonzalez,Warehouse,Assistant Manager,69,,2015-09-18,68829
726,Cynthia Wang,Marketing,Assistant Manager,50,,2016-02-28,76895
727,Jill Mckee,Warehouse,Senior Associate,,16,2023-09-13,111522
728,Mary Murphy,Warehouse,Assistant Manager,66,,2016-05-20,81198
729,Kevin Adkins,Finance,Assistant Manager,,6,2019-08-09,34352
730,Wanda Rosales,Warehouse,Manager,9,,2018-02-03,59080
731,Janet Wright,Sales,Director,,39,2022-07-27,109520
732,Crystal Johnson,Marketing,Manager,,12,2015-02-17,53034
733,Randall Daniels,Warehouse,Senior Associate,6,,2018-12-04,59339
734,Emily Parker,Marketing,Assistant Manager,59,,2025-11-05,41894
735,Corey Sanchez,Warehouse,Director,21,,2019-01-22,94184
736,Alexander Hernandez,Marketing,Director,,9,2021-08-01,40838
737,John Smith,HR,Manager,1,,2025-11-14,61838
738,Tanya Mitchell,Finance,Manager,38,,2021-09-07,93454
739,Gabriel Beard,Finance,Director,22,,2023-04-22,110385
740,Stephanie Payne,Operations,Assistant Manager,,17,2025-07-20,48390
741,Ashley Baker,Finance,Manager,44,,2021-10-15,58560
742,Anthony Cannon,Marketing,Senior Associate,23,,2024-02-26,38853
743,Amber Weiss,HR,Director,,28,2020-08-04,68284
744,Guy Russell,Marketing,Director,47,,2023-12-16,119896
745,Chad Keith,Marketing,Associate,,11,2022-01-23,55988
746,Rebecca Gardner,HR,Associate,100,,2018-09-26,51912
747,Meghan Daniels,Warehouse,Associate,48,,2021-02-20,64774
748,Rodney Oliver,Marketing,Senior Associate,,6,2018-09-07,110436
749,Sandra Simon,Operations,Associate,,23,2019-05-15,78328
750,Amanda Stevens,HR,Director,,1,2018-03-18,84045
751,Rodney Cherry,Finance,Director,55,,2020-05-27,99809
752,Richard Rivera,Marketing,Associate,43,,2018-10-25,93786
753,Todd Smith,Operations,Director,72,,2021-11-20,83094
754,Joshua Gross,Sales,Associate,9,,2019-01-24,79604
755,David Jones,Warehouse,Assistant Manager,85,,2020-05-26,77058
756,Elizabeth Walsh,Marketing,Senior Associate,33,,2016-07-16,44634
757,Jose Elliott,HR,Associate,1,,2019-04-03,66118
758,Ashley Wilson,Sales,Manager,24,,2018-12-01,105928
759,Colin Lin,Sales,Director,25,,2025-07-28,31623
760,Vincent Burton,Warehouse,Director,2,,2019-12-01,104173
761,Susan Patterson,Warehouse,Associate,,46,2015-03-28,80066
762,Lindsey Cooke,Sales,Director,,9,2018-05-27,60171
763,Jennifer Sims,Warehouse,Senior Associate,85,,2023-01-09,38493
764,James Alvarez,Warehouse,Manager,,24,2016-10-26,98274
765,Lisa Garcia,Operations,Associate,,50,2016-10-16,28065
766,Joseph Reed,Operations,Director,34,,2019-02-09,77959
767,Ryan Walsh,HR,Assistant Manager,14,,2018-12-04,42939
768,Jennifer Santos,Marketing,Assistant Manager,19,,2020-04-16,111632
769,Samuel Jones,Marketing,Assistant Manager,65,,2015-05-18,44771
770,Chad Santos,HR,Director,,11,2022-12-05,101859
771,Helen Cook,Sales,Associate,,27,2017-05-09,80814
772,Andrea Zimmerman,Marketing,Senior Associate,36,,2022-10-28,31771
773,Rodney Wright,Marketing,Associate,,14,2021-03-18,94245
774,Selena Cannon,Operations,Manager,86,,2017-03-25,108893
775,John Estes,Warehouse,Manager,42,,2020-03-01,48376
776,Craig Sims,Sales,Associate,,9,2015-05-28,117108
777,Samuel Mckee,Finance,Assistant Manager,31,,2022-09-20,101450
778,Lisa Yu,Finance,Associate,54,,2018-05-05,96278
779,Keith Pearson,Sales,Assistant Manager,57,,2019-03-21,58916
780,Larry Wright,Finance,Assistant Manager,,22,2016-09-23,39032
781,Matthew Vaughn,Warehouse,Director,7,,2019-01-06,67498
782,Andrea Johnson,HR,Associate,50,,2019-05-10,102278
783,Joyce Garrison,Operations,Director,80,,2017-06-22,81971
784,Charles Russell,Finance,Manager,16,,2025-10-10,87568
785,Guy Beck,Warehouse,Director,41,,2018-01-29,99853
786,Joe Mckee,Marketing,Assistant Manager,,36,2016-12-28,59172
787,Melanie Daniels,Sales,Assistant Manager,,41,2021-01-11,31436
788,Jason Sims,HR,Associate,,21,2018-07-05,109330
789,Monica Mitchell,Operations,Assistant Manager,,11,2019-12-30,84432
790,Eric Cochran,Marketing,Manager,27,,2022-12-23,80032
791,Kellie Morton,HR,Director,100,,2015-11-11,80741
792,Joseph Lewis,Finance,Assistant Manager,18,,2020-08-07,106469
793,Daniel Dominguez,Sales,Associate,19,,2015-03-29,98774
794,Jeffrey Gardner,Finance,Director,,11,2015-06-26,89650
795,Jason Atkinson,Sales,Associate,,49,2016-01-07,99945
796,John Decker,Warehouse,Senior Associate,,37,2016-10-11,54543
797,Jeremy Pearson,Operations,Senior Associate,43,,2018-11-05,93478
798,Maria Lambert,Sales,Director,57,,2025-04-15,117701
799,Wendy Rubio,HR,Associate,26,,2024-12-20,49616
800,Bridget Rosales,Operations,Director,55,,2016-02-19,80532
801,Alec Wells,HR,Senior Associate,65,,2025-11-26,90671
802,Craig Gonzalez,Finance,Assistant Manager,26,,2021-12-26,75541
803,Stacey Boyd,Operations,Associate,82,,2021-02-02,117134
804,John Flynn,Finance,Senior Associate,,25,2023-09-19,65122
805,David Boyd,Operations,Assistant Manager,97,,2020-04-30,48042
806,Julie Flynn,Operations,Assistant Manager,9,,2017-12-02,40543
807,Kristen Nolan,HR,Director,,48,2020-10-29,106134
808,Tracy Hall,HR,Director,73,,2022-12-23,91131
809,David Green,HR,Manager,,30,2022-07-06,81175
810,Jose Haynes,Operations,Senior Associate,,46,2016-11-13,67633
811,Jeffrey Wells,HR,Senior Associate,99,,2025-04-27,65714
812,Vanessa Salinas,Operations,Director,,42,2018-02-18,113984
813,Kenneth Rodriguez,Operations,Assistant Manager,,27,2024-01-08,90593
814,Barbara Lewis,Marketing,Director,,44,2018-06-06,116788
815,Sandra Webb,Sales,Manager,,24,2015-09-12,101738
816,Eric Vance,Warehouse,Manager,,32,2025-12-17,98622
817,Michelle Gates,Warehouse,Director,74,,2021-06-23,78934
818,Karen Cochran,Operations,Assistant Manager,80,,2017-05-12,50309
819,Jessica Dixon,Finance,Senior Associate,,17,2015-01-02,88127
820,Natasha Cannon,Warehouse,Manager,,31,2016-06-03,93870
821,Pamela Evans,Finance,Senior Associate,44,,2016-11-13,76021
822,Jesse Cannon,Warehouse,Assistant Manager,,22,2025-03-08,29878
823,Jennifer Keith,Marketing,Associate,70,,2016-12-12,116320
824,Andrea Jones,Finance,Director,,17,2016-10-12,104028
825,Selena Anderson,Operations,Director,,37,2024-03-20,60402
826,Angela Molina,Marketing,Associate,49,,2024-09-02,73412
827,Danielle Beard,Marketing,Assistant Manager,65,,2017-04-19,39349
828,Joseph Poole,HR,Associate,91,,2022-02-26,114180
829,Andrew Johnson,Sales,Senior Associate,39,,2020-11-17,49217
830,Nancy Mckee,HR,Senior Associate,52,,2021-05-06,62753
831,Debra James,Finance,Manager,19,,2018-06-04,67426
832,Chad Smith,Warehouse,Director,36,,2023-04-07,52211
833,Stephen Cortez,Sales,Manager,78,,2024-09-09,86391
834,Christine Obrien,HR,Senior Associate,65,,2022-12-27,119545
835,Brenda Wright,Finance,Associate,,40,2024-12-07,106683
836,Patricia Velasquez,Operations,Director,,27,2016-03-20,76822
837,Dennis Hill,Warehouse,Senior Associate,,16,2022-03-25,40048
838,Charles Ross,Sales,Manager,,31,2025-12-29,107412
839,Nancy Merritt,Finance,Associate,,12,2020-11-22,51620
840,Mike Adkins,Marketing,Senior Associate,40,,2025-05-12,111817
841,Katie Wilson,Finance,Manager,,19,2018-10-31,64379
842,Sheila Cochran,Warehouse,Director,32,,2024-11-11,75699
843,Jason Oconnell,Sales,Senior Associate,83,,2025-04-30,68175
844,Jeffrey Bell,Warehouse,Manager,85,,2021-11-05,69925
845,Beth Edwards,Marketing,Director,,29,2022-10-02,43178
846,Jeremy Garcia,Sales,Senior Associate,,45,2020-10-01,78865
